pcode_2,month,district,governorate,pcode_1,gid_1,gid_2,unocha_operational_hub,percent_functioning_health_centres,percent_attack_rate,percent_individuals_health_facilities_problems,num_suspected_cases_cholera,num_deaths_cholera,num_health_workers,was_duplicated
YE1101,2019-01-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.835,6.956284525676874,0.175456203,102.0,,5.7,False
YE1101,2019-02-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,7.570074337,0.175456203,111.0,1.0,5.7,False
YE1101,2019-03-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,18.550092068471663,0.175456203,272.0,5.0,5.7,False
YE1101,2019-04-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,31.917070176635068,0.175456203,468.0,6.0,5.7,False
YE1101,2019-05-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,21.209847916524584,0.175456203,311.0,1.0,5.7,False
YE1101,2019-06-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,19.23208074745959,0.175456203,282.0,,5.7,False
YE1101,2019-07-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,4.910318488713087,0.175456203,72.0,2.0,5.7,False
YE1101,2019-08-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,20.73245584123304,0.175456203,304.0,2.0,5.7,False
YE1101,2019-09-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,23.937802632476306,0.175456203,351.0,,5.7,False
YE1101,2019-10-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,16.640523767305464,0.175456203,244.0,1.0,5.7,False
YE1101,2019-11-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,17.254313578394598,0.175456203,253.0,1.0,5.7,False
YE1101,2019-12-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,0.866,23.937802632476306,0.175456203,351.0,,5.7,False
YE1101,2020-01-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,148.0,,,False
YE1101,2020-02-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,66.0,,,False
YE1101,2020-03-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,71.0,,,False
YE1101,2020-04-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,88.0,,,False
YE1101,2020-05-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,4.0,,,False
YE1101,2020-06-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,2.0,3.0,,False
YE1101,2020-07-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,35.0,3.0,,False
YE1101,2020-08-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,19.0,,,False
YE1101,2020-09-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,11.0,,,False
YE1101,2020-10-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,10.0,,,False
YE1101,2020-11-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,5.0,,,False
YE1101,2020-12-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,3.0,,,False
YE1101,2021-02-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,10.0,,,False
YE1101,2021-03-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,1.0,,,False
YE1101,2021-05-01,Al Qafr,Ibb,YE11,YEM.14_1,YEM.14.4_1,Ibb,,,,1.0,,,False
YE1102,2019-01-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.852,9.686897070714348,0.2177804988335475,242.0,3.0,5.7,False
YE1102,2019-02-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,5.724075541785751,0.2177804988335475,143.0,3.0,5.7,False
YE1102,2019-03-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,20.53462064990273,0.2177804988335475,513.0,5.0,5.7,False
YE1102,2019-04-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,22.01567516071443,0.2177804988335475,550.0,3.0,5.7,False
YE1102,2019-05-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,18.813395137337785,0.2177804988335475,470.0,1.0,5.7,False
YE1102,2019-06-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,20.094307146688443,0.2177804988335475,502.0,,5.7,False
YE1102,2019-07-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,27.41952270016252,0.2177804988335475,685.0,,5.7,False
YE1102,2019-08-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,21.8555611595456,0.2177804988335475,546.0,1.0,5.7,False
YE1102,2019-09-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,26.53889569373394,0.2177804988335475,663.0,4.0,5.7,False
YE1102,2019-10-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,21.77550415896118,0.2177804988335475,544.0,1.0,5.7,False
YE1102,2019-11-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,18.29302463353908,0.2177804988335475,457.0,1.0,5.7,False
YE1102,2019-12-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,0.866,26.53889569373394,0.2177804988335475,663.0,4.0,5.7,False
YE1102,2020-01-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,334.0,,,False
YE1102,2020-02-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,264.0,1.0,,False
YE1102,2020-03-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,204.0,1.0,,False
YE1102,2020-04-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,189.0,,,False
YE1102,2020-05-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,100.0,,,False
YE1102,2020-06-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,90.0,3.0,,False
YE1102,2020-07-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,96.0,3.0,,False
YE1102,2020-08-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,119.0,,,False
YE1102,2020-09-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,154.0,,,False
YE1102,2020-10-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,125.0,1.0,,False
YE1102,2020-11-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,128.0,,,False
YE1102,2020-12-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,25.0,,,False
YE1102,2021-01-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,56.0,,,False
YE1102,2021-03-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,77.0,,,False
YE1102,2021-04-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,6.0,,,False
YE1102,2021-05-01,Yarim,Ibb,YE11,YEM.14_1,YEM.14.20_1,Ibb,,,,3.0,,,False
YE1103,2019-01-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,27.56719503790489,0.169837617,300.0,,5.7,False
YE1103,2019-02-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,21.594302779692164,0.169837617,235.0,,5.7,False
YE1103,2019-03-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,51.18309212037675,0.169837617,557.0,1.0,5.7,False
YE1103,2019-04-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,38.77785435331955,0.169837617,422.0,2.0,5.7,False
YE1103,2019-05-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,33.54008729611762,0.169837617,365.0,1.0,5.7,False
YE1103,2019-06-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,24.442912933609005,0.169837617,266.0,,5.7,False
YE1103,2019-07-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,25.269928784746156,0.169837617,275.0,,5.7,False
YE1103,2019-08-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,24.16724098322996,0.169837617,263.0,1.0,5.7,False
YE1103,2019-09-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,30.41580519182173,0.169837617,331.0,1.0,5.7,False
YE1103,2019-10-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,22.69699058120836,0.169837617,247.0,,5.7,False
YE1103,2019-11-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,20.675396278428668,0.169837617,225.0,,5.7,False
YE1103,2019-12-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,0.866,30.41580519182173,0.169837617,331.0,1.0,5.7,False
YE1103,2020-01-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,222.0,,,False
YE1103,2020-02-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,206.0,,,False
YE1103,2020-03-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,193.0,,,False
YE1103,2020-04-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,151.0,,,False
YE1103,2020-05-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,41.0,,,False
YE1103,2020-06-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,40.0,2.0,,False
YE1103,2020-07-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,39.0,2.0,,False
YE1103,2020-08-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,65.0,,,False
YE1103,2020-09-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,78.0,,,False
YE1103,2020-10-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,64.0,,,False
YE1103,2020-11-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,57.0,,,False
YE1103,2020-12-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,18.0,,,False
YE1103,2021-01-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,18.0,,,False
YE1103,2021-02-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,2.0,,,False
YE1103,2021-03-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,39.0,,,False
YE1103,2021-04-01,Ar Radmah,Ibb,YE11,YEM.14_1,YEM.14.7_1,Ibb,,,,19.0,,,False
YE1104,2019-01-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,2.138977754631352,0.310708956,23.0,,5.7,False
YE1104,2019-02-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,1.8599806562011756,0.310708956,20.0,2.0,5.7,False
YE1104,2019-03-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,9.485901346625994,0.310708956,102.0,1.0,5.7,False
YE1104,2019-04-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,21.57577561193364,0.310708956,232.0,,5.7,False
YE1104,2019-05-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,17.576817201101107,0.310708956,189.0,,5.7,False
YE1104,2019-06-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,15.25184138084964,0.310708956,164.0,,5.7,False
YE1104,2019-07-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,12.182873298117698,0.310708956,131.0,,5.7,False
YE1104,2019-08-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,8.834908116955583,0.310708956,95.0,1.0,5.7,False
YE1104,2019-09-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,12.647868462167994,0.310708956,136.0,,5.7,False
YE1104,2019-10-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,14.879845249609405,0.310708956,160.0,,5.7,False
YE1104,2019-11-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,16.73982590581058,0.310708956,180.0,,5.7,False
YE1104,2019-12-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,0.866,12.647868462167994,0.310708956,136.0,,5.7,False
YE1104,2020-01-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,131.0,,,False
YE1104,2020-02-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,123.0,,,False
YE1104,2020-03-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,147.0,,,False
YE1104,2020-04-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,40.0,,,False
YE1104,2020-05-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,11.0,,,False
YE1104,2020-06-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,10.0,1.0,,False
YE1104,2020-07-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,36.0,1.0,,False
YE1104,2020-08-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,5.0,,,False
YE1104,2020-09-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,3.0,,,False
YE1104,2020-10-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,2.0,,,False
YE1104,2020-11-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,6.0,,,False
YE1104,2020-12-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,2.0,,,False
YE1104,2021-02-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,18.0,,,False
YE1104,2021-03-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,2.0,,,False
YE1104,2021-04-01,An Nadirah,Ibb,YE11,YEM.14_1,YEM.14.6_1,Ibb,,,,1.0,,,False
YE1105,2019-01-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,3.300960753313991,0.3654683357355114,19.0,,5.7,False
YE1105,2019-02-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,2.084817317882521,0.3654683357355114,12.0,,5.7,False
YE1105,2019-03-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,10.597821365902814,0.3654683357355114,61.0,,5.7,False
YE1105,2019-04-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,11.987699577824491,0.3654683357355114,69.0,,5.7,False
YE1105,2019-05-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,6.080717177157352,0.3654683357355114,35.0,,5.7,False
YE1105,2019-06-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,3.822165082784621,0.3654683357355114,22.0,,5.7,False
YE1105,2019-07-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,17.373477649021005,0.3654683357355114,100.0,,5.7,False
YE1105,2019-08-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,16.331068990079746,0.3654683357355114,94.0,,5.7,False
YE1105,2019-09-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,12.508903907295124,0.3654683357355114,72.0,,5.7,False
YE1105,2019-10-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,9.207943153981134,0.3654683357355114,53.0,,5.7,False
YE1105,2019-11-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,5.212043294706302,0.3654683357355114,30.0,,5.7,False
YE1105,2019-12-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,0.866,12.508903907295124,0.3654683357355114,72.0,,5.7,False
YE1105,2020-01-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,36.0,,,False
YE1105,2020-02-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,48.0,,,False
YE1105,2020-03-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,47.0,,,False
YE1105,2020-04-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,37.0,,,False
YE1105,2020-05-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,40.0,,,False
YE1105,2020-06-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,25.0,,,False
YE1105,2020-07-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,37.0,,,False
YE1105,2020-08-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,64.0,,,False
YE1105,2020-09-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,58.0,,,False
YE1105,2020-10-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,50.0,,,False
YE1105,2020-11-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,55.0,,,False
YE1105,2020-12-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,16.0,,,False
YE1105,2021-01-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,43.0,,,False
YE1105,2021-03-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,57.0,,,False
YE1105,2021-04-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,16.0,,,False
YE1105,2021-05-01,Ash Sha'ir,Ibb,YE11,YEM.14_1,YEM.14.11_1,Ibb,,,,2.0,,,False
YE1106,2019-01-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.675,39.21731199734682,0.65971929,473.0,,5.7,False
YE1106,2019-02-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,29.35080009949424,0.65971929,354.0,,5.7,False
YE1106,2019-03-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,63.75922394494652,0.65971929,769.0,1.0,5.7,False
YE1106,2019-04-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,46.26482049581295,0.65971929,558.0,3.0,5.7,False
YE1106,2019-05-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,28.024210264488847,0.65971929,338.0,,5.7,False
YE1106,2019-06-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,31.755244175441504,0.65971929,383.0,,5.7,False
YE1106,2019-07-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,4.145593234391842,0.65971929,50.0,,5.7,False
YE1106,2019-08-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,26.20014924135644,0.65971929,316.0,2.0,5.7,False
YE1106,2019-09-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,28.024210264488847,0.65971929,338.0,,5.7,False
YE1106,2019-10-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,20.313406848520025,0.65971929,245.0,,5.7,False
YE1106,2019-11-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,20.39631871320786,0.65971929,246.0,,5.7,False
YE1106,2019-12-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,0.866,28.024210264488847,0.65971929,338.0,,5.7,False
YE1106,2020-01-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,207.0,2.0,,False
YE1106,2020-02-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,226.0,,,False
YE1106,2020-03-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,247.0,1.0,,False
YE1106,2020-04-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,251.0,,,False
YE1106,2020-05-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,109.0,,,False
YE1106,2020-06-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,117.0,3.0,,False
YE1106,2020-07-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,82.0,3.0,,False
YE1106,2020-08-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,53.0,,,False
YE1106,2020-09-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,48.0,,,False
YE1106,2020-10-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,36.0,,,False
YE1106,2020-11-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,34.0,,,False
YE1106,2020-12-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,2.0,,,False
YE1106,2021-01-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,22.0,,,False
YE1106,2021-02-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,2.0,,,False
YE1106,2021-03-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,39.0,,,False
YE1106,2021-04-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,15.0,,,False
YE1106,2021-05-01,As Saddah,Ibb,YE11,YEM.14_1,YEM.14.9_1,Ibb,,,,5.0,,,False
YE1107,2019-01-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.835,29.75684942279261,0.4891664797164339,473.0,1.0,5.7,False
YE1107,2019-02-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,25.10144380485043,0.4891664797164339,399.0,1.0,5.7,False
YE1107,2019-03-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,71.21512377716964,0.4891664797164339,1132.0,4.0,5.7,False
YE1107,2019-04-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,77.2545689,0.4891664797164339,1228.0,1.0,5.7,False
YE1107,2019-05-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,50.26579849642981,0.4891664797164339,799.0,1.0,5.7,False
YE1107,2019-06-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,58.00383756409047,0.4891664797164339,922.0,,5.7,False
YE1107,2019-07-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,6.479821333,0.4891664797164339,103.0,2.0,5.7,False
YE1107,2019-08-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,45.61039287848762,0.4891664797164339,725.0,,5.7,False
YE1107,2019-09-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,65.17567865,0.4891664797164339,1036.0,,5.7,False
YE1107,2019-10-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,36.11084898241641,0.4891664797164339,574.0,,5.7,False
YE1107,2019-11-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,32.02164134503476,0.4891664797164339,509.0,,5.7,False
YE1107,2019-12-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,0.866,65.17567865,0.4891664797164339,1036.0,,5.7,False
YE1107,2020-01-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,239.0,1.0,,False
YE1107,2020-02-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,260.0,,,False
YE1107,2020-03-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,230.0,,,False
YE1107,2020-04-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,124.0,,,False
YE1107,2020-05-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,72.0,,,False
YE1107,2020-06-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,38.0,2.0,,False
YE1107,2020-07-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,104.0,2.0,,False
YE1107,2020-08-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,80.0,,,False
YE1107,2020-09-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,50.0,,,False
YE1107,2020-10-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,59.0,,,False
YE1107,2020-11-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,80.0,,,False
YE1107,2020-12-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,9.0,,,False
YE1107,2021-01-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,50.0,,,False
YE1107,2021-02-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,7.0,,,False
YE1107,2021-03-01,Al Makhadir,Ibb,YE11,YEM.14_1,YEM.14.2_1,Ibb,,,,42.0,,,False
