pcode_2,month,district,governorate,pcode_1,gid_1,gid_2,unocha_operational_hub,percent_functioning_health_centres,percent_attack_rate,percent_individuals_health_facilities_problems,num_suspected_cases_cholera,num_deaths_cholera,num_health_workers,was_duplicated
YE1818,2020-12-01,Jabal Ras,Al Hodeidah,YE18,YEM.5_1,YEM.5.24_1,Al Hodeidah,,,,16.0,,,False
YE1818,2021-01-01,Jabal Ras,Al Hodeidah,YE18,YEM.5_1,YEM.5.24_1,Al Hodeidah,,,,3.0,,,False
YE1818,2021-03-01,Jabal Ras,Al Hodeidah,YE18,YEM.5_1,YEM.5.24_1,Al Hodeidah,,,,14.0,,,False
YE1818,2021-04-01,Jabal Ras,Al Hodeidah,YE18,YEM.5_1,YEM.5.24_1,Al Hodeidah,,,,1.0,,,False
YE1819,2020-02-01,Hays,Al Hodeidah,YE18,YEM.5_1,YEM.5.23_1,Al Hodeidah,,,,1.0,,,False
YE1819,2020-05-01,Hays,Al Hodeidah,YE18,YEM.5_1,YEM.5.23_1,Al Hodeidah,,,,1.0,,,False
YE1819,2020-06-01,Hays,Al Hodeidah,YE18,YEM.5_1,YEM.5.23_1,Al Hodeidah,,,,1.0,1.0,,False
YE1819,2020-07-01,Hays,Al Hodeidah,YE18,YEM.5_1,YEM.5.23_1,Al Hodeidah,,,,2.0,1.0,,False
YE1819,2020-09-01,Hays,Al Hodeidah,YE18,YEM.5_1,YEM.5.23_1,Al Hodeidah,,,,1.0,,,False
YE1820,2020-07-01,Al Khukhah,Al Hodeidah,YE18,YEM.5_1,YEM.5.7_1,Al Hodeidah,,,,1.0,,,False
YE1820,2021-02-01,Al Khukhah,Al Hodeidah,YE18,YEM.5_1,YEM.5.7_1,Al Hodeidah,,,,62.0,,,False
YE1821,2020-01-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,134.0,,,False
YE1821,2020-02-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,104.0,,,False
YE1821,2020-03-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,102.0,,,False
YE1821,2020-04-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,75.0,,,False
YE1821,2020-05-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,21.0,,,False
YE1821,2020-06-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,15.0,,,False
YE1821,2020-07-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,43.0,,,False
YE1821,2020-08-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,60.0,,,False
YE1821,2020-09-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,79.0,,,False
YE1821,2020-10-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,38.0,,,False
YE1821,2020-11-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,104.0,,,False
YE1821,2020-12-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,21.0,,,False
YE1821,2021-01-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,52.0,,,False
YE1821,2021-02-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,166.0,,,False
YE1821,2021-03-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,55.0,,,False
YE1821,2021-04-01,Al Hawak,Al Hodeidah,YE18,YEM.5_1,YEM.5.6_1,Al Hodeidah,,,,14.0,,,False
YE1822,2020-01-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,154.0,,,False
YE1822,2020-02-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,94.0,,,False
YE1822,2020-03-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,89.0,,,False
YE1822,2020-04-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,61.0,,,False
YE1822,2020-05-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,12.0,,,False
YE1822,2020-06-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,45.0,,,False
YE1822,2020-07-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,51.0,,,False
YE1822,2020-08-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,65.0,,,False
YE1822,2020-09-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,90.0,,,False
YE1822,2020-10-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,76.0,,,False
YE1822,2020-11-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,118.0,,,False
YE1822,2020-12-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,16.0,,,False
YE1822,2021-01-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,45.0,,,False
YE1822,2021-03-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,19.0,,,False
YE1822,2021-04-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hodeidah,,,,7.0,,,False
YE1822,2021-05-01,Al Mina,Al Hodeidah,YE18,YEM.5_1,YEM.5.11_1,Al Hudaydah,,,,1.0,,,False
YE1823,2020-01-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,1327.0,,,False
YE1823,2020-02-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,947.0,,,False
YE1823,2020-03-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,897.0,,,False
YE1823,2020-04-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,671.0,,,False
YE1823,2020-05-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,189.0,,,False
YE1823,2020-06-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,372.0,,,False
YE1823,2020-07-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,640.0,,,False
YE1823,2020-08-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,905.0,,,False
YE1823,2020-09-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,399.0,,,False
YE1823,2020-10-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,247.0,,,False
YE1823,2020-11-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,538.0,,,False
YE1823,2020-12-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,103.0,,,False
YE1823,2021-01-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,197.0,,,False
YE1823,2021-03-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,236.0,,,False
YE1823,2021-04-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hodeidah,,,,46.0,,,False
YE1823,2021-05-01,Al Hali,Al Hodeidah,YE18,YEM.5_1,YEM.5.5_1,Al Hudaydah,,,,10.0,,,False
YE1824,2020-01-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,417.0,,,False
YE1824,2020-02-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,392.0,,,False
YE1824,2020-03-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,334.0,,,False
YE1824,2020-04-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,266.0,,,False
YE1824,2020-05-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,98.0,,,False
YE1824,2020-06-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,219.0,3.0,,False
YE1824,2020-07-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,369.0,3.0,,False
YE1824,2020-08-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,490.0,,,False
YE1824,2020-09-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,120.0,,,False
YE1824,2020-10-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,20.0,,,False
YE1824,2020-11-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,53.0,,,False
YE1824,2020-12-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,23.0,,,False
YE1824,2021-01-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,37.0,,,False
YE1824,2021-03-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,90.0,,,False
YE1824,2021-04-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hodeidah,,,,10.0,,,False
YE1824,2021-05-01,Zabid,Al Hodeidah,YE18,YEM.5_1,YEM.5.26_1,Al Hudaydah,,,,2.0,,,False
YE1825,2020-01-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,55.0,,,False
YE1825,2020-02-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,142.0,,,False
YE1825,2020-03-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,81.0,,,False
YE1825,2020-04-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,41.0,,,False
YE1825,2020-05-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,15.0,,,False
YE1825,2020-06-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,28.0,,,False
YE1825,2020-07-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,86.0,,,False
YE1825,2020-08-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,228.0,,,False
YE1825,2020-09-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,104.0,,,False
YE1825,2020-10-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,28.0,,,False
YE1825,2020-11-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,62.0,,,False
YE1825,2020-12-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,12.0,,,False
YE1825,2021-01-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,39.0,,,False
YE1825,2021-03-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,26.0,,,False
YE1825,2021-04-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hodeidah,,,,11.0,,,False
YE1825,2021-05-01,Al Jarrahi,Al Hodeidah,YE18,YEM.5_1,YEM.5.3_1,Al Hudaydah,,,,1.0,,,False
YE1826,2020-01-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,1.0,,,False
YE1826,2020-02-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,13.0,,,False
YE1826,2020-03-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,8.0,,,False
YE1826,2020-04-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,51.0,,,False
YE1826,2020-06-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,35.0,,,False
YE1826,2020-07-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,24.0,,,False
YE1826,2020-08-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,27.0,,,False
YE1826,2020-09-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,13.0,,,False
YE1826,2020-10-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,1.0,,,False
YE1826,2020-11-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,6.0,,,False
YE1826,2021-01-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,10.0,,,False
YE1826,2021-02-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,6.0,,,False
YE1826,2021-03-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,2.0,,,False
YE1826,2021-04-01,At Tuhayta,Al Hodeidah,YE18,YEM.5_1,YEM.5.17_1,Al Hodeidah,,,,1.0,,,False
YE1908,2020-03-01,Shibam,Hadramawt,YE19,YEM.12_1,YEM.12.25_1,Aden,,,,3.0,,,False
YE1910,2020-02-01,Sayun,Hadramawt,YE19,YEM.12_1,YEM.12.24_1,Aden,,,,1.0,,,False
YE1910,2020-03-01,Sayun,Hadramawt,YE19,YEM.12_1,YEM.12.24_1,Aden,,,,2.0,,,False
YE1911,2020-02-01,Tarim,Hadramawt,YE19,YEM.12_1,YEM.12.26_1,Aden,,,,1.0,,,False
YE1911,2020-04-01,Tarim,Hadramawt,YE19,YEM.12_1,YEM.12.26_1,Aden,,,,1.0,,,False
YE1914,2021-02-01,Ad Dis,Hadramawt,YE19,YEM.12_1,YEM.12.1_1,Aden,,,,4.0,,,False
YE1918,2020-01-01,Daw'an,Hadramawt,YE19,YEM.12_1,YEM.12.13_1,Aden,,,,1.0,,,False
YE1919,2020-01-01,Wadi Al Ayn,Hadramawt,YE19,YEM.12_1,YEM.12.28_1,Aden,,,,1.0,,,False
YE1924,2020-01-01,Hajar,Hadramawt,YE19,YEM.12_1,YEM.12.17_1,Aden,,,,9.0,,,False
YE1924,2020-02-01,Hajar,Hadramawt,YE19,YEM.12_1,YEM.12.17_1,Aden,,,,4.0,,,False
YE1924,2020-03-01,Hajar,Hadramawt,YE19,YEM.12_1,YEM.12.17_1,Aden,,,,5.0,,,False
YE1924,2020-06-01,Hajar,Hadramawt,YE19,YEM.12_1,YEM.12.17_1,Aden,,,,0.0,4.0,,False
YE1924,2020-07-01,Hajar,Hadramawt,YE19,YEM.12_1,YEM.12.17_1,Aden,,,,0.0,4.0,,False
YE1925,2020-03-01,Brum Mayf'ah,Hadramawt,YE19,YEM.12_1,YEM.12.12_1,Aden,,,,1.0,,,False
YE1925,2020-06-01,Brum Mayf'ah,Hadramawt,YE19,YEM.12_1,YEM.12.12_1,Aden,,,,0.0,1.0,,False
YE1925,2020-07-01,Brum Mayf'ah,Hadramawt,YE19,YEM.12_1,YEM.12.12_1,Aden,,,,0.0,1.0,,False
YE1927,2020-03-01,Al Mukalla City,Hadramawt,YE19,YEM.12_1,YEM.12.5_1,Aden,,,,2.0,,,False
YE1927,2020-06-01,Al Mukalla City,Hadramawt,YE19,YEM.12_1,YEM.12.5_1,Aden,,,,0.0,2.0,,False
YE1927,2020-07-01,Al Mukalla City,Hadramawt,YE19,YEM.12_1,YEM.12.5_1,Aden,,,,0.0,2.0,,False
YE2001,2019-01-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,0.852,12.764324160277068,0.771440246,286.0,,6.6,False
YE2001,2019-02-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,10.488168453374511,0.771440246,235.0,,6.6,False
YE2001,2019-03-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,29.232980157277897,0.771440246,655.0,1.0,6.6,False
YE2001,2019-04-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,34.72253215627818,0.771440246,778.0,1.0,6.6,False
YE2001,2019-05-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,25.707170336781783,0.771440246,576.0,,6.6,False
YE2001,2019-06-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,24.278994206960576,0.771440246,544.0,,6.6,False
YE2001,2019-07-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,3.659701332666852,0.771440246,82.0,,6.6,False
YE2001,2019-08-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,14.906588355008882,0.771440246,334.0,,6.6,False
YE2001,2019-09-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,13.835456257642974,0.771440246,310.0,,6.6,False
YE2001,2019-10-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,12.630432648106328,0.771440246,283.0,,6.6,False
YE2001,2019-11-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,11.06836500611438,0.771440246,248.0,,6.6,False
YE2001,2019-12-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,13.835456257642974,0.771440246,310.0,,6.6,False
YE2001,2020-01-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,135.0,,,False
YE2001,2020-02-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,187.0,,,False
YE2001,2020-03-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,194.0,,,False
YE2001,2020-04-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,55.0,,,False
YE2001,2020-05-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,38.0,,,False
YE2001,2020-06-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,46.0,,,False
YE2001,2020-07-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,55.0,,,False
YE2001,2020-08-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,57.0,,,False
YE2001,2020-09-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,62.0,,,False
YE2001,2020-10-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,39.0,,,False
YE2001,2020-11-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,49.0,,,False
YE2001,2020-12-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,17.0,,,False
YE2001,2021-01-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,33.0,,,False
YE2001,2021-02-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,7.0,,,False
YE2001,2021-03-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,67.0,,,False
YE2001,2021-04-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,25.0,,,False
YE2001,2021-05-01,Al Hada,Dhamar,YE20,YEM.11_1,YEM.11.1_1,Sana'a,,,,2.0,,,False
YE2002,2019-01-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,0.835,21.814411910812893,0.404763515591365,303.0,,6.6,False
YE2002,2019-02-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,23.54228612157035,0.404763515591365,327.0,,6.6,False
YE2002,2019-03-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,55.36396950302018,0.404763515591365,769.0,,6.6,False
YE2002,2019-04-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,76.96239713748838,0.404763515591365,1069.0,2.0,6.6,False
YE2002,2019-05-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,48.74045169511659,0.404763515591365,677.0,,6.6,False
YE2002,2019-06-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,37.86924311910093,0.404763515591365,526.0,,6.6,False
YE2002,2019-07-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,48.09249886608254,0.404763515591365,668.0,,6.6,False
YE2002,2019-08-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,25.558139367454046,0.404763515591365,355.0,3.0,6.6,False
YE2002,2019-09-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,41.10900726427116,0.404763515591365,571.0,,6.6,False
YE2002,2019-10-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,31.245725311197344,0.404763515591365,434.0,,6.6,False
YE2002,2019-11-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,13.031051339462486,0.404763515591365,181.0,,6.6,False
YE2002,2019-12-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,41.10900726427116,0.404763515591365,571.0,,6.6,False
YE2002,2020-01-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,143.0,,,False
YE2002,2020-02-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,175.0,,,False
YE2002,2020-03-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,221.0,,,False
YE2002,2020-04-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,171.0,,,False
YE2002,2020-05-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,87.0,,,False
YE2002,2020-06-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,99.0,3.0,,False
YE2002,2020-07-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,112.0,3.0,,False
YE2002,2020-08-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,90.0,,,False
YE2002,2020-09-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,146.0,,,False
YE2002,2020-10-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,94.0,,,False
YE2002,2020-11-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,24.0,,,False
YE2002,2020-12-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,13.0,,,False
YE2002,2021-01-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,31.0,,,False
YE2002,2021-03-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,31.0,,,False
YE2002,2021-04-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,1.0,,,False
YE2002,2021-05-01,Jahran,Dhamar,YE20,YEM.11_1,YEM.11.7_1,Sana'a,,,,1.0,,,False
YE2003,2019-01-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,0.88,32.21444479796373,0.580391061,324.0,,6.6,False
YE2003,2019-02-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,13.522112631244031,0.580391061,136.0,,6.6,False
YE2003,2019-03-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,19.686605154311167,0.580391061,198.0,1.0,6.6,False
YE2003,2019-04-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,12.826121539930002,0.580391061,129.0,,6.6,False
YE2003,2019-05-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,10.539293668469616,0.580391061,106.0,,6.6,False
YE2003,2019-06-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,3.678810054,0.580391061,37.0,,6.6,False
YE2003,2019-07-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,6.164492523067133,0.580391061,62.0,,6.6,False
YE2003,2019-08-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,7.2581928094177535,0.580391061,73.0,,6.6,False
YE2003,2019-09-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,13.223830734966592,0.580391061,133.0,,6.6,False
YE2003,2019-10-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,7.158765510658606,0.580391061,72.0,,6.6,False
YE2003,2019-11-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,1.5908367801463568,0.580391061,16.0,,6.6,False
YE2003,2019-12-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,13.223830734966592,0.580391061,133.0,,6.6,False
YE2003,2020-01-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,,,4.0,,,False
YE2003,2020-02-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,,,19.0,,,False
YE2003,2020-03-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,,,17.0,,,False
YE2003,2020-04-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,,,7.0,,,False
YE2003,2020-05-01,Jabal Ash sharq,Dhamar,YE20,YEM.11_1,YEM.11.6_1,Sana'a,,,,9.0,,,False
